Name	ORCID	Wikidata_item_identifier
Konrad U. Förstner	0000-0002-1481-2996	Q18744528
Till Sauerwein		0000-0001-5830-4208	Q69471785
Eva Seidlmayer 0000-0001-7258-0532	Q67580781
